id,dc_num,work_employed,work_onleave,work_temp_unemployed,work_looking,work_retired,work_disabled,work_other,work_occupation,work_self,inc_wage,inc_retempl,inc_self,inc_ss,inc_intdiv,inc_rent,inc_gov,inc_alimony,inc_child,inc_retsav,inc_wage_freq,inc_retempl_freq,inc_self_freq,inc_ss_freq,inc_intdiv_freq,inc_rent_freq,inc_gov_freq,inc_alimony_freq,inc_child_freq,inc_retsav_freq,paypref_b1,paypref_b2,paypref_nb1,paypref_nb2,paypref_lt10,paypref_10to25,paypref_25to50,paypref_50to100,paypref_100plus,mobile_howfunded,cc_num,paypref_web,cc_type_1,cc_type_2,cc_type_3,cc_type_4,cc_type_5,cc_rewards_1,cc_rewards_2,cc_rewards_3,cc_rewards_4,cc_rewards_5,cc_hasbal_1,cc_hasbal_2,cc_hasbal_3,cc_hasbal_4,cc_hasbal_5,cc_chip_1,cc_chip_2,cc_chip_3,cc_chip_4,cc_chip_5,dc_logo_1,dc_logo_2,dc_logo_3,dc_logo_4,dc_logo_5,dc_rewards_1,dc_rewards_2,dc_rewards_3,dc_rewards_4,dc_rewards_5,dc_acct_1,dc_acct_2,dc_acct_3,dc_acct_4,dc_acct_5,shops_online,last_income_date,paypref_b1_why,paypref_b2_why,paypref_nb1_why,paypref_nb2_why,paypref_web_why,e_exp_csh,e_exp_chk,e_exp_od,e_exp_cc,e_exp_heloc,e_exp_sav,e_exp_payday,e_exp_fam,e_exp_cover,e_exp_pawn,e_exp_csh_saved,e_exp_chk_saved,e_exp_sav_saved,e_exp_prepaid_saved,e_exp_tot_saved,e_exp_prepaid,interest_level,memory_lpd,memory_checkbook,memory_receipts,memory_finrec,memory_memory,memory_oth,next_income_date,scpc_date,gender,age,marital_status,highest_education,hispaniclatino,hispaniclatino_group,race_white,race_black,race_asian,race_other,hh_size,income_hh,homeowner,home_value,home_debt,other_assets,other_debts,ind_weight,census_division,_merge
100593,1,0,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,4,8,1,1,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-01,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,NA,2018-09-29,0,50,6,10,0,NA,0,1,0,0,2,0,0,NA,NA,0,0,0.7937633395195007,9,3
103040,1,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,1,4,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-29,3,3,3,3,3,0,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,3,0,0,0,1,1,0,2018-11-06,2018-11-01,1,37,6,13,0,NA,1,0,1,0,1,30000,0,NA,NA,5000,7000,0.8750747442245483,9,3
100205,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,NA,2,NA,9,NA,NA,NA,NA,NA,NA,NA,4,1,5,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-10-16,6,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2018-11-01,2018-09-28,0,35,1,12,0,NA,0,1,0,0,4,25000,0,NA,NA,0,0,0.5128019452095032,9,3
101321,1,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,3,3,1,3,3,3,3,3,NA,2,3,1,2,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-08-31,8,8,8,1,8,0,0,0,300,0,0,0,200,500,0,5,50,0,0,55,0,1,0,1,0,0,1,0,2018-11-02,2018-09-19,1,54,4,11,0,NA,1,0,0,0,6,15192,0,NA,NA,100000,1000,0.577983021736145,9,3
103700,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4,1,1,1,1,4,4,NA,1,4,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-03,3,3,3,3,3,0,300,0,0,0,0,0,0,300,0,0,100,0,0,100,0,2,0,0,0,0,0,0,2018-10-31,2018-10-16,0,28,1,10,0,NA,0,1,0,0,6,72000,0,NA,NA,30000,30000,3.3789734840393066,5,3
102311,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,1,4,4,4,3,NA,1,4,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-05,1,1,1,9,1,0,50,0,500,0,950,0,500,2000,0,0,0,950,0,950,0,2,0,0,0,1,1,0,2018-10-19,2018-10-01,0,30,1,13,0,NA,1,0,0,0,2,68000,0,NA,NA,20000,148000,1.065727710723877,5,3
102041,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,4,1,1,4,4,4,4,NA,1,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-26,3,3,1,1,1,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,0,0,500,0,500,NA,2,0,0,1,1,1,0,2018-11-02,2018-09-29,1,55,1,9,0,NA,1,0,0,0,2,150000,1,520000,386000,250000,5000,3.8008015155792236,9,3
105362,1,0,0,0,0,1,1,0,NA,NA,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,4,NA,NA,4,NA,NA,NA,2,3,4,1,1,4,4,4,3,NA,1,3,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-03,6,6,3,3,8,NA,100,NA,NA,NA,NA,NA,NA,100,NA,0,0,0,0,0,NA,2,1,0,1,0,0,0,2018-11-01,2018-09-20,0,78,4,13,0,NA,1,0,0,0,1,10400,0,NA,NA,100,0,0.9766132831573486,9,3
100998,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,3,NA,7,6,4,1,1,4,4,3,3,NA,1,6,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-02,3,3,9,1,3,NA,2000,NA,NA,NA,NA,NA,NA,2000,NA,10,4516,3,0,4529,NA,2,0,0,1,1,1,0,2018-10-12,2018-09-18,0,45,1,11,1,1,1,0,0,0,4,140000,0,NA,NA,1000,8000,3.7816214561462402,9,3
102771,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,3,1,3,3,3,3,3,NA,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-19,3,3,3,3,3,200,1050,NA,NA,NA,250,NA,NA,1500,NA,200,550,250,0,1000,NA,2,0,0,1,0,0,0,2018-10-26,2018-09-18,0,58,4,10,0,NA,1,0,0,0,1,26000,0,NA,NA,50000,0,0.5682290196418762,9,3
103492,NA,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,1,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,3,1,3,NA,300,NA,NA,NA,NA,NA,NA,NA,300,NA,645,NA,NA,NA,645,NA,2,0,0,0,0,1,0,2018-10-26,2018-09-18,0,58,4,9,1,1,1,0,0,0,3,100000,0,NA,NA,5000,10000,4.000121116638184,9,3
104300,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,4,1,1,4,4,4,NA,1,4,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-15,3,9,1,1,3,NA,NA,600,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,2018-10-31,2018-09-24,0,56,4,10,1,1,1,0,0,0,NA,2250,1,135000,0,0,20000,0.6018691658973694,9,3
104408,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,2,4,4,4,4,4,NA,1,4,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-01,3,3,3,3,8,NA,NA,NA,2000,NA,NA,NA,NA,2000,NA,150,335,0,0,485,NA,3,0,1,1,0,0,0,2018-11-01,2018-09-23,0,57,1,10,1,1,1,0,0,0,3,100000,1,250000,65000,75000,25000,1.5165024995803833,9,3
100915,NA,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,3,10,1,1,3,3,3,NA,3,10,6,1,1,NA,NA,1,1,1,NA,NA,1,0,0,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-01,3,3,3,3,3,500,NA,NA,NA,NA,1500,NA,NA,2000,NA,1000,0,5000,0,6000,NA,1,0,1,1,0,1,0,2018-10-31,2018-09-18,1,58,1,14,1,5,1,0,0,0,3,150000,1,500000,210000,200000,58000,2.1759772300720215,9,3
101929,1,0,0,0,0,1,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,7,4,1,4,1,1,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-27,3,3,1,3,3,NA,250,NA,NA,NA,NA,NA,NA,250,NA,0,0,0,0,0,NA,3,0,0,0,0,1,0,2018-10-25,2018-09-19,0,61,4,11,0,NA,1,0,0,0,1,9000,0,NA,NA,25000,0,0.39135226607322693,9,3
103172,NA,0,0,1,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,8,5,1,1,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-10-06,4,4,4,4,NA,500,NA,NA,NA,NA,NA,NA,500,1000,NA,0,0,0,0,0,NA,1,0,0,0,0,0,0,2018-10-11,2018-09-20,1,41,1,10,0,NA,0,1,0,0,4,12000,0,NA,NA,0,0,1.4122754335403442,9,3
100780,1,0,0,0,0,1,1,0,NA,NA,0,1,0,1,0,0,0,0,0,0,NA,4,NA,4,NA,NA,NA,NA,NA,NA,7,2,3,2,1,4,4,4,4,NA,3,3,1,1,4,NA,NA,1,1,1,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-08-31,6,6,3,3,3,0,1450,0,0,0,50,0,0,1500,0,25,1000,125,0,1150,0,2,1,1,0,1,1,0,2018-10-31,2018-09-18,0,77,4,9,0,NA,1,0,0,0,2,60000,1,300000,3500,20000,25000,4.000027179718018,9,3
103683,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,4,7,4,4,4,4,5,NA,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-09-29,1,3,2,3,NA,0,0,0,NA,0,0,0,2000,2000,0,0,0,21,0,21,0,1,0,0,0,1,1,0,NA,2018-09-29,0,53,4,10,1,1,1,0,0,0,2,72000,1,240000,85000,0,43000,0.9428868293762207,9,3
105286,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,4,1,1,4,3,3,NA,2,3,1,1,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-19,6,6,1,3,6,0,500,0,0,0,1500,0,0,2000,0,0,0,4500,0,4500,0,2,1,1,1,1,0,0,2018-11-02,2018-09-21,1,64,1,13,1,1,1,0,0,0,2,225000,1,320000,126000,25000,8000,0.9854081869125366,9,3
101326,1,0,0,0,0,0,1,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,6,4,1,1,4,4,4,4,NA,1,4,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-03,3,1,6,1,6,NA,200,NA,NA,NA,NA,200,NA,400,NA,0,0,0,0,0,NA,1,0,0,1,1,0,0,2018-11-03,2018-09-18,0,49,6,12,0,NA,1,0,0,0,2,35000,0,NA,NA,5000,20000,0.6197139620780945,9,3
103379,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,3,NA,NA,NA,5,4,NA,NA,NA,NA,3,4,3,4,3,3,3,3,3,NA,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-15,7,3,7,3,7,0,0,0,0,0,2000,0,0,2000,0,0,0,60000,0,60000,0,2,0,0,0,1,1,0,2018-10-31,2018-09-18,1,43,1,14,0,NA,1,0,0,0,4,400000,0,NA,NA,4000000,0,3.2923359870910645,9,3
104704,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,NA,NA,NA,5,NA,NA,NA,NA,NA,3,4,3,4,3,3,3,3,3,NA,1,3,6,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-16,3,3,3,3,3,0,2000,0,0,0,0,0,0,2000,0,1000,10000,1000,0,12000,0,2,0,0,0,0,1,0,2018-11-18,2018-10-28,0,44,1,13,0,NA,1,0,0,0,5,500000,0,NA,NA,300000,75000,0.7837663888931274,9,3
102823,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,3,12,3,3,3,3,3,NA,2,3,1,1,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-09-30,7,3,7,3,7,NA,2000,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,NA,2018-09-18,1,44,1,13,0,NA,0,0,1,0,4,NA,1,NA,NA,NA,NA,1.5976482629776,9,3
105060,NA,0,0,0,0,1,0,0,NA,NA,0,0,0,1,1,1,0,0,0,1,NA,NA,NA,4,9,4,NA,NA,NA,4,3,6,3,1,3,3,3,3,3,NA,2,3,2,1,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-10,3,3,3,8,3,0,0,0,0,0,2000,0,0,2000,0,192,13993,56000,0,70185,0,1,0,0,1,1,0,0,2018-11-02,2018-09-25,1,64,1,10,0,NA,1,0,0,0,2,225000,1,1400000,400000,2000000,10000,0.8421521782875061,9,3
103326,1,1,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,4,3,12,4,1,1,4,4,3,2,1,3,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-12,6,6,3,3,3,NA,300,NA,200,NA,NA,NA,NA,500,NA,0,0,0,0,0,NA,3,0,0,1,1,0,0,2018-10-19,2018-09-24,1,55,6,13,0,NA,1,0,0,0,3,125000,0,NA,NA,0,28500,0.8433839678764343,9,3
101335,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,3,1,1,3,3,3,NA,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-05,3,3,1,8,8,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,2000,0,3,0,0,0,0,0,0,2018-10-19,2018-10-04,1,65,1,9,0,NA,0,0,1,0,2,45000,1,300000,0,0,0,4.000489711761475,9,3
103621,3,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,1,3,3,3,3,3,NA,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,2018-09-28,9,3,3,9,3,0,NA,NA,NA,NA,2000,NA,NA,2000,NA,0,0,19000,0,19000,NA,2,0,0,1,0,1,0,2018-10-31,2018-10-07,0,44,1,13,0,NA,1,0,1,0,4,200000,1,920000,260000,850000,27000,2.499048948287964,9,3
102414,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,4,3,4,3,3,3,3,3,NA,2,3,1,1,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-09-17,6,6,6,6,6,NA,NA,NA,2000,NA,NA,NA,NA,2000,NA,0,0,0,0,0,NA,3,0,1,1,0,0,0,2018-10-15,2018-09-19,1,62,1,14,0,NA,0,0,1,0,3,150000,1,750000,220000,0,0,0.751675009727478,9,3
102227,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,4,NA,7,10,3,7,3,3,3,3,3,NA,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-05,3,8,6,3,8,NA,NA,NA,1000,NA,NA,NA,NA,1000,NA,0,0,0,0,0,NA,3,0,0,0,1,1,0,2018-10-19,2018-09-18,0,52,4,14,0,NA,0,0,1,0,3,80000,1,780000,250000,0,28000,1.629328966140747,9,3
103342,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,4,10,1,4,4,4,4,NA,1,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-09-21,9,8,3,8,9,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,0,0,0,0,0,NA,4,0,1,0,1,0,0,2018-10-19,2018-09-30,0,45,4,13,0,NA,1,0,0,0,4,60000,0,NA,NA,10000,80000,1.0484035015106201,9,3
101357,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3,NA,NA,NA,9,NA,NA,NA,NA,NA,6,4,4,3,1,4,4,4,3,NA,2,4,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-15,3,3,3,3,3,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,0,0,10000,0,10000,NA,2,0,0,1,1,1,0,2018-10-31,2018-09-27,0,53,1,14,0,NA,1,0,0,0,4,200000,1,1300000,0,NA,20000,1.52250337600708,9,3
100335,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,3,3,3,3,3,NA,2,3,6,1,NA,NA,NA,1,1,NA,NA,NA,0,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-05,1,1,6,1,3,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,1000,8000,3000,0,12000,NA,2,0,0,0,0,1,0,2018-11-09,2018-09-18,0,44,1,14,0,NA,0,0,1,0,5,150000,1,850000,670000,0,0,2.2815704345703125,9,3
101024,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3,NA,NA,NA,4,NA,NA,NA,NA,NA,3,7,3,1,1,3,3,3,3,NA,2,3,6,1,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-15,7,6,7,1,7,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,500,0,100000,0,100500,NA,2,0,1,0,0,0,0,2018-10-31,2018-10-16,1,40,1,13,0,NA,1,0,0,0,3,400000,1,2500000,400000,40000,0,1.2439041137695312,9,3
101912,1,0,0,0,0,1,0,0,NA,NA,0,0,0,1,1,1,0,0,0,1,NA,NA,NA,4,5,4,NA,NA,NA,6,13,2,3,1,1,3,3,3,3,NA,2,3,2,1,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-03,3,3,7,3,7,NA,2000,NA,NA,NA,NA,NA,NA,2000,NA,2000,89929,94000,200,186129,NA,1,1,0,1,1,1,0,2018-10-18,2018-09-18,1,83,1,10,0,NA,1,0,0,0,2,148000,1,1500000,0,3000000,0,1.2673083543777466,9,3
105026,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,12,3,12,12,12,12,12,1,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-12,2,9,9,9,7,NA,2000,NA,NA,NA,NA,NA,NA,2000,NA,0,10000,30000,0,40000,NA,1,0,0,0,1,1,0,2018-11-12,2018-09-29,0,40,1,16,0,NA,1,0,0,0,4,185000,1,380000,350000,0,30000,0.44544121623039246,5,3
104625,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3,NA,NA,NA,5,NA,NA,NA,NA,NA,3,4,1,3,1,4,3,3,3,NA,1,3,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-15,3,3,1,3,3,0,0,0,0,0,2000,0,0,2000,0,1314,0,50000,0,51314,0,1,0,1,1,1,0,0,2018-10-31,2018-09-21,1,64,1,12,0,NA,1,0,0,0,3,190000,1,1300000,0,30000,3000,1.3555457592010498,9,3
102761,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,4,1,4,4,4,4,NA,1,4,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-10-10,3,3,2,3,3,0,1500,0,0,0,0,0,0,1500,0,7,975,0,0,982,0,3,0,1,1,0,1,0,2018-10-24,2018-10-01,0,26,1,13,0,NA,0,0,1,0,2,70000,0,NA,NA,0,5000,2.6406517028808594,9,3
104215,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4,1,4,4,4,4,4,NA,1,4,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-09-20,3,3,3,1,8,NA,1000,NA,NA,NA,NA,NA,NA,1000,NA,13,1550,31,0,1594,NA,1,1,1,0,1,0,0,2018-10-18,2018-09-20,1,47,1,13,0,NA,1,0,0,0,4,180000,1,700000,302000,0,23000,0.8615666031837463,9,3
101290,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,1,3,3,3,3,NA,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2018-10-05,3,3,3,3,3,NA,2000,NA,NA,NA,NA,NA,NA,2000,NA,0,1000,0,0,1000,NA,1,0,1,1,1,0,0,2018-10-19,2018-09-18,0,36,6,13,0,NA,0,0,1,0,7,150000,1,1200000,0,200000,500,2.374286651611328,9,3
