id,age,agerange,highest_education,work_occupation,gender,hhincome,hourswork,livewithpartner,race,marital_status,hispaniclatino,hispaniclatino_group,workfullpart,laborstatus,start_date,end_date,pa031,pa035,pa005,pa026_a,csh_stored,pa055_b1,pa055_b2,pa055_b3,pa055_b4,pa055_b5,mobille_adopt,mobile_inperson_adopt,mobile_p2p_adopt,computer_adopt,pa044_d,pa013,pa198_b,fees_paid_atm,fees_paid_overdraft,fees_paid_bounced,fees_paid_lowbal,fees_paid_excesstran,fees_paid_teller,fees_paid_none,chk_acnt_num,sav_acnt_num,pa002,pa053,cc_rewards,ccfee_csh,ccfee_late,ccfee_baltran,ccfee_annual,ccfee_overlimit,ccfee_foreign,ccfee_none,pa052,pa056,pa198_a,pa198_c,pa198_f,pa198_g,pa198_i,pa198_k,heard_crypto,crypto_value,pa133_a,pa133_b,pa133_c,which_crypto_bitcoin,which_crypto_eth,which_crypto_doge,which_crypto_lite,which_crypto_other,which_crypto,pa050_csh,pa050_chk,pa050_mon,pa050_dc,pa050_cc,pa050_svc,pa050_banp,pa050_obbp,pa050_crypto,pa024,pa044_a,pa044_b,pa044_c,pa044_g,pa044_h,pa044_i,pa044_e,pa040_e,pa042_a,pa042_e,used_chkcashing,underbanked_monord,underbanked_remittance,pa055_a2_followup,pu010,pu009,pu011,ph006,ph004,ph009_a,ph009_b,ph009_c,ph009_d,ph025_b,ph025_c,ph025_d,income_hh,homeowner,de012,paypref_b1,paypref_web,q115_c_filter,paypref_inperson,bnpl001,bnpl002,bnpl003,bnpl004,bnpl006,have_cash_end,race_white,race_black,race_asian,as003_i4,as003_i1,as003_i2,as003_i3,as003_i5,as003_i6,as003_a7,as003_b7,as003_c7,as003_d7,as003_e7,as003_f7,as003_g7,as003_h7,as003_i7,hh_size,shops_online,chk_acnt_adopt,sav_acnt_adopt,bnk_acnt_adopt,paypal_adopt,zelle_adopt,venmo_adopt,other_nbops_adopt,nbop_acnt_adopt,ob_adopt,mb_adopt,chk_adopt,mon_adopt,csh_adopt,dc_adopt,cc_adopt,svc_adopt,banp_adopt,obbp_adopt,crypto_adopt,crypto_used,cc_num,dc_num,pa126_a,race_other,work_employed,work_onleave,work_temp_unemployed,work_looking,work_retired,work_disabled,work_other,work_self,census_division,e_exp_cover,e_exp_csh,e_exp_chk,e_exp_prepaid,e_exp_od,e_exp_cc,e_exp_sav,e_exp_heloc,e_exp_pawn,e_exp_payday,e_exp_csh_saved,e_exp_chk_saved,e_exp_sav_saved,e_exp_prepaid_saved,e_exp_tot_saved,e_exp_fam,memory_receipts,memory_finrec,memory_memory,memory_oth,memory_none,interest_level,watch_video,video_helpful,urban_cat,ind_weight,ind_weight_all,as003_a4,as003_b4,as003_h4,as003_c4,as003_d4,as003_e4,as003_f4,as003_g4,as003_g1,as003_h1,as003_a1,as003_b1,as003_c1,as003_d1,as003_e1,as003_f1,as003_h2,as003_g2,as003_f2,as003_e2,as003_d2,as003_c2,as003_b2,as003_a2,as003_a3,as003_b3,as003_c3,as003_d3,as003_e3,as003_f3,as003_g3,as003_h3,as003_h5,as003_a5,as003_b5,as003_c5,as003_d5,as003_e5,as003_f5,as003_g5,as003_h6,as003_a6,as003_b6,as003_c6,as003_d6,as003_e6,as003_f6,as003_g6
100385,71,NA,14,4,0,12,5,NA,1,1,0,NA,0,7,2021-10-02,2021-10-02,1,1,NA,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,NA,1,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,0,1,NA,0,1,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,0,0,0,65000,1,NA,6,3,1,3,1,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,3,2,3,3,4,2,2,3,3,2,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,2,1,NA,0,0,0,0,0,0,0,1,1,8,2000,NA,NA,NA,2000,0,NA,0,0,0,900,4268,26000,0,31168,NA,1,0,0,0,0,1,0,NA,2,0.38413918018341064,0.3299683928489685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103263,54,NA,10,4,0,14,40,0,NA,6,1,2,1,6,2021-10-17,2021-10-18,1,1,NA,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,NA,1,1,0,0,1,0,0,0,0,3,6,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,1,0,NA,0,1,NA,1,0,1,0,1,0,0,0,0,0,NA,0,NA,NA,NA,14845,1,1,5,0,0,0,0,0,0,0,0,100000,0,NA,7,4,1,4,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,2,2,3,1,5,4,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,6,1,NA,NA,0,0,0,0,0,1,0,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,1,0,0,0,3,0,NA,3,0.8932955861091614,2.0337367057800293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100605,70,NA,10,NA,0,8,NA,0,6,3,0,NA,NA,5,2021-10-19,2021-10-19,1,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,0,1,0,1,0,NA,1,0,NA,0,1,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,1,NA,4,0,0,0,0,0,0,0,0,19000,1,NA,6,10,1,4,1,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,3,3,3,2,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,2,1,NA,0,0,0,0,0,1,0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,212,0,0,212,NA,0,0,1,0,0,1,0,NA,1,0.09625755250453949,0.5778646469116211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106151,72,NA,11,NA,0,7,NA,0,1,4,0,NA,NA,5,2021-10-06,2021-10-06,1,1,NA,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,2,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,1,NA,NA,0,0,NA,1,0,0,0,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,0,0,24000,0,NA,4,4,1,1,1,1,2,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,5,2,5,5,4,5,5,2,5,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,NA,3,NA,0,0,0,0,0,1,0,0,NA,4,500,NA,300,0,0,0,200,0,0,0,0,0,200,0,200,0,0,1,1,0,0,2,0,NA,1,0.08627981692552567,0.07977023720741272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100804,77,NA,9,NA,1,13,NA,NA,1,1,0,NA,NA,7,2021-10-06,2021-10-06,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,1,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,5,0,0,0,0,0,0,0,0,60000,0,NA,1,NA,0,1,1,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,3,1,2,2,1,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4,1,NA,0,0,0,0,0,0,0,1,NA,8,1675,0,1675,0,0,0,0,0,0,0,0,255,0,0,255,0,1,0,1,0,0,1,1,1,1,2.1633200645446777,2.1909842491149902,3,2,3,2,2,2,1,2,3,3,4,4,4,4,4,2,3,4,2,3,2,3,3,3,3,4,5,5,3,2,3,3,3,3,3,3,3,4,2,3,3,3,4,4,4,3,4,3
103145,55,NA,14,2,1,14,45,NA,1,1,0,NA,1,1,2021-10-05,2021-10-05,1,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,NA,1,1,0,0,0,0,0,0,1,7,6,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,0,1,0,1,1,NA,1,0,1,0,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,0,0,0,106000,1,NA,3,3,1,3,2,3,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,3,2,4,4,4,4,4,1,4,4,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,6,1,NA,0,1,0,0,0,0,0,0,0,4,2000,0,2000,0,0,0,0,0,0,0,0,1000,20000,0,21000,0,1,1,1,0,0,3,0,NA,3,0.31018394231796265,0.42995667457580566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104936,34,NA,11,1,0,14,36,NA,1,1,0,NA,1,1,2021-10-21,2021-10-21,1,1,NA,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1,NA,1,1,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,1,0,NA,0,1,NA,1,0,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,1700,1,2,4,0,0,0,0,0,0,1,0,85000,1,NA,6,10,1,10,1,1,1,4,1,1,1,0,0,NA,NA,NA,NA,NA,NA,5,3,4,4,4,4,4,2,4,4,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,2,NA,0,1,0,0,0,0,0,0,0,8,2000,0,200,0,0,0,1800,0,0,0,11,0,2000,0,2011,0,0,1,1,0,0,1,0,NA,1,0.09758468717336655,0.08959872275590897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101958,56,NA,14,1,1,14,40,NA,1,1,0,NA,1,1,2021-10-15,2021-10-15,1,1,NA,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,NA,1,1,0,0,0,0,0,0,1,7,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,0,1,0,0,1,0,1,1,NA,1,0,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,5,0,0,0,0,0,0,0,0,250000,1,1,3,3,1,3,1,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,2,2,5,5,4,2,4,1,5,6,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,2,2,NA,0,1,0,0,0,0,0,0,0,7,2000,0,0,0,2000,0,0,0,0,0,0,3000,7000,0,10000,0,1,1,0,0,0,2,0,NA,3,0.31018370389938354,0.27922889590263367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104052,82,NA,8,NA,1,11,NA,NA,1,1,0,NA,NA,5,2021-10-22,2021-10-22,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,NA,1,1,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,0,1,0,NA,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,0,NA,0,60000,1,NA,2,NA,0,1,2,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,3,4,3,4,3,4,3,3,3,2,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,3,NA,NA,0,0,0,0,0,1,0,0,NA,8,2000,2000,0,0,0,0,0,0,0,0,3400,2000,324,0,5724,0,0,0,0,1,0,1,0,NA,1,2.1121742725372314,2.381558895111084,4,4,5,2,2,4,2,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,5,5,5,5,5,5,5,4,3,5,5,5,5,5,4,4,3
103032,51,NA,13,2,0,13,36,NA,1,1,0,NA,1,1,2021-10-01,2021-10-01,1,1,NA,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,2,2,NA,1,1,0,0,0,0,0,0,1,7,3,1,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,1,1,1,1,1,NA,1,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,1500,1,2,6,0,0,0,0,0,1,0,0,63500,1,NA,7,3,1,4,1,1,1,5,3,1,1,0,0,NA,NA,NA,NA,NA,NA,5,2,4,4,4,4,5,2,5,7,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,3,1,NA,0,1,0,0,0,0,0,0,0,7,2000,0,1000,0,0,0,1000,0,0,0,650,2000,11300,0,13950,0,0,0,0,1,0,1,1,1,1,0.0886908546090126,0.08486044406890869,5,5,5,4,2,4,4,4,4,4,5,5,4,4,4,4,3,4,4,2,2,4,5,5,5,4,4,5,5,4,5,4,4,5,5,4,4,4,4,4,2,2,4,4,4,2,4,4
101001,68,NA,13,1,0,13,55,NA,1,1,0,NA,1,5,2021-10-06,2021-10-06,1,1,NA,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,NA,1,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,0,0,0,225000,1,1,3,10,1,3,1,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,4,3,4,4,4,2,4,1,3,4,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,2,1,NA,0,0,0,0,0,1,0,0,0,6,2000,0,0,0,2000,0,0,0,0,0,11,27000,6000,0,33011,0,0,0,0,0,1,3,0,NA,3,0.09465724974870682,0.0943174734711647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107228,54,NA,9,1,1,12,40,NA,1,1,0,NA,1,1,2021-10-21,2021-10-21,1,1,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,1,NA,0,1,0,NA,1,1,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,NA,0,0,96000,1,NA,2,NA,0,4,2,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,4,3,4,3,3,4,2,3,2,2,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,NA,2,NA,0,1,0,0,0,0,0,0,0,4,800,500,0,0,0,0,300,0,0,0,500,0,300,0,800,0,1,1,0,0,0,1,1,1,1,2.181729793548584,2.368098735809326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104173,78,NA,13,NA,0,15,NA,NA,1,1,0,NA,NA,5,2021-09-28,2021-09-28,1,1,NA,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,NA,1,1,0,0,0,1,0,0,0,4,3,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,0,1,0,0,1,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,7,0,0,0,0,0,0,0,0,150000,1,NA,7,3,1,3,2,2,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,2,2,4,5,3,3,4,2,4,2,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,3,1,NA,0,0,0,0,0,1,0,0,NA,6,2000,0,0,0,0,0,2000,0,0,0,0,0,5000,0,5000,0,0,1,0,0,0,2,0,NA,1,0.1014421284198761,0.1009053960442543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104672,61,NA,9,NA,0,1,NA,0,1,5,0,NA,NA,6,2021-10-14,2021-10-14,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,1,7,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,0,0,0,NA,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,7,0,0,0,0,0,0,NA,0,950,0,NA,3,NA,0,3,1,2,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,4,4,3,3,4,4,3,4,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,NA,NA,0,0,0,0,0,0,1,0,NA,8,200,20,20,20,20,20,20,20,20,20,0,20,0,0,20,20,1,0,0,0,0,3,1,1,2,0.4475497007369995,0.33174461126327515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102951,23,NA,9,NA,1,1,NA,0,1,6,0,NA,NA,7,2021-10-10,2021-10-10,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,NA,0,0,4900,0,NA,4,NA,0,1,3,3,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,3,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,NA,1,NA,0,0,0,0,0,0,0,1,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1,0,0,0,0,1,1,0,2,3.374728202819824,3.1537458896636963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100462,38,NA,12,NA,0,1,NA,0,1,3,0,NA,NA,6,2021-10-21,2021-10-21,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,NA,1,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,NA,0,1,NA,NA,NA,NA,NA,7,0,0,0,0,0,NA,NA,NA,850,0,NA,10,10,1,10,2,2,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,4,3,4,4,4,3,4,4,3,5,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,1,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,6,14,NA,0,0,1,0,0,2,0,NA,2,0.23074877262115479,0.22582335770130157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101441,66,NA,13,2,0,16,40,NA,2,1,0,NA,1,1,2021-10-04,2021-10-04,1,1,NA,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,1,NA,1,1,0,0,0,0,0,0,1,7,6,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,0,1,0,1,1,NA,1,0,1,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,4,0,0,0,0,0,0,0,0,150000,1,NA,3,3,1,3,1,2,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,5,4,5,5,5,5,4,4,5,6,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,6,2,NA,0,1,0,0,0,0,0,0,0,8,2000,2000,0,0,0,0,0,0,0,0,800,5500,5300,0,11600,0,1,0,0,0,0,2,1,1,3,2.226419448852539,2.136059284210205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107358,24,NA,13,4,0,13,36,0,2,6,0,NA,0,1,2021-10-31,2021-10-31,1,0,NA,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,NA,1,1,0,0,0,0,0,0,1,7,2,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,0,0,0,0,1,1,0,1,NA,0,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,0,1,NA,4,0,0,0,0,0,0,0,0,80000,0,NA,7,3,1,3,2,1,2,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,4,3,3,5,3,3,5,3,4,4,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,2,2,NA,0,1,0,0,0,0,0,0,1,8,2000,0,500,0,0,0,1500,0,0,0,100,0,1000,0,1100,0,0,0,1,1,0,2,1,1,3,2.0858988761901855,0.10141775757074356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101916,69,NA,9,NA,1,13,NA,NA,1,1,0,NA,NA,5,2021-10-15,2021-10-15,1,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,NA,NA,1,1,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,3000,1,4,4,0,0,0,0,0,0,0,0,42000,1,NA,4,4,1,4,1,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,4,3,5,5,4,2,3,2,4,3,1,1,0,1,0,0,0,NA,NA,0,0,1,0,1,1,1,1,0,0,0,0,3,1,NA,0,0,0,0,0,1,0,0,NA,7,2000,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,2,2.1633200645446777,2.3491616249084473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103346,66,NA,9,3,0,15,40,NA,1,1,0,NA,1,1,2021-10-28,2021-10-28,1,1,NA,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,NA,1,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,1,980,1,0,0,1,1,0,1,0,4-1-2,1,1,0,1,1,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,0,0,0,132000,0,NA,6,3,1,3,2,2,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,3,2,4,4,4,5,5,2,5,3,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,2,2,3,0,1,0,0,0,0,0,0,0,4,2000,0,0,0,0,0,2000,0,0,0,0,0,15000,0,15000,0,1,1,1,0,0,2,1,1,2,2.3280792236328125,2.5109434127807617,1,3,4,2,5,2,3,3,3,2,5,3,4,4,4,3,2,4,4,3,5,5,2,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,4,1,4,4,5,3,3,3
