id,work_employed,work_onleave,work_temp_unemployed,work_looking,work_retired,work_disabled,work_oth,work_occupation,work_self,inc_wage,inc_retempl,inc_self,inc_ss,inc_intdiv,inc_rent,inc_gov,inc_alimony,inc_child,inc_retsav,inc_wage_freq,inc_retempl_freq,inc_self_freq,inc_ss_freq,inc_intdiv_freq,inc_rent_freq,inc_gov_freq,inc_alimony_freq,inc_child_freq,inc_retsav_freq,paypref_b1,paypref_b2,paypref_nb1,paypref_nb2,paypref_lt10,paypref_10to25,paypref_25to50,paypref_50to100,paypref_100plus,mobile_howfunded,cc_num,paypref_web,cc_type_1,cc_type_2,cc_type_3,cc_type_4,cc_type_5,cc_type_6,cc_rewards_1,cc_rewards_2,cc_rewards_3,cc_rewards_4,cc_rewards_5,cc_rewards_6,cc_hasbal_1,cc_hasbal_2,cc_hasbal_3,cc_hasbal_4,cc_hasbal_5,cc_hasbal_6,cc_chip_1,cc_chip_2,cc_chip_3,cc_chip_4,cc_chip_5,cc_chip_6,dc_num,dc_logo_1,dc_logo_2,dc_logo_3,dc_logo_4,dc_logo_5,dc_rewards_1,dc_rewards_2,dc_rewards_3,dc_rewards_4,dc_rewards_5,dc_acct_1,dc_acct_2,dc_acct_3,dc_acct_4,dc_acct_5,shops_online,last_income_date,paypref_b1_why,paypref_b2_why,paypref_nb1_why,paypref_nb2_why,paypref_web_why,e_exp_csh,e_exp_chk,e_exp_od,e_exp_cc,e_exp_heloc,e_exp_sav,e_exp_payday,e_exp_fam,e_exp_cover,e_exp_pawn,e_exp_csh_saved,e_exp_chk_saved,e_exp_sav_saved,e_exp_svc_saved,e_exp_tot_saved,cashwith_amnt_prim,cashwith_amnt_oth,cashwith_location,cashwith_num_prim,cashwith_num_oth,interest_level,memory_lpd,memory_checkbook,memory_receipts,memory_finrec,memory_oth,next_income_date,scpc_date,gender,age,marital_status,highest_education,hispaniclatino,hispaniclatino_group,race_white,race_black,race_asian,race_other,hh_size,income_hh,income_hh_gte500k,homeowner,home_value,home_debt,other_assets,other_debts,ind_weight,_merge
104353,1,0,0,0,0,0,0,2,0,1,NA,0,0,0,0,1,0,1,0,1,NA,NA,NA,NA,NA,4,NA,2,NA,4,1,4,1,4,5,5,5,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,2017-10-20,3,1,3,3,8,300,NA,NA,NA,NA,NA,NA,NA,300,NA,0,7,0,31,38,100,20,4,2,2,2,1,0,1,0,0,2017-10-31,2017-09-20,0,39,6,10,0,NA,1,0,0,0,4,12,NA,0,NA,NA,1500,25000,0.479973703622818,3
105062,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,1,1,1,4,4,4,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-06,3,1,3,9,NA,1800,200,0,0,0,NA,0,0,2000,0,1800,1200,4000,0,7000,40,100,1,3,2,2,0,1,0,0,0,2017-10-20,2017-09-19,1,62,1,9,0,NA,1,0,0,0,2,13,NA,0,NA,NA,100000,50,1.469236969947815,3
102462,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,10,4,4,4,4,4,NA,1,10,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-09-22,3,1,3,8,8,0,0,0,0,0,2000,0,0,2000,0,50,1335,8647,0,10032,60,0,1,1.4166666269302368,NA,2,0,1,1,1,0,2017-10-20,2017-09-27,1,62,1,14,0,NA,1,0,0,0,3,14,NA,1,200000,76000,30000,31000,0.633095920085907,3
101316,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,4,2,1,4,4,4,4,NA,1,3,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-31,3,8,3,6,8,500,500,0,500,0,500,0,0,2000,0,NA,NA,NA,NA,NA,20,0,1,1,NA,2,0,0,0,1,0,2017-11-30,2017-10-12,0,53,4,13,0,NA,1,0,0,0,2,13,NA,0,NA,NA,20000,0,0.4008174240589142,3
102663,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,1,NA,7,4,4,2,4,4,4,4,4,NA,1,4,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,1,2017-10-18,3,3,3,3,3,NA,NA,NA,NA,NA,1000,NA,NA,1000,NA,0,0,1500,0,1500,40,20,1,4.348214149475098,2,1,0,0,0,0,0,2017-10-25,2017-09-20,0,36,1,13,0,NA,1,0,0,0,6,15,NA,1,190000,176000,50000,50000,0.7359679341316223,3
101405,0,0,0,0,1,0,0,NA,NA,0,1,0,1,0,0,0,0,0,0,NA,3,NA,4,NA,NA,NA,NA,NA,NA,3,6,3,2,3,3,3,3,3,NA,1,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-09-29,7,9,7,1,7,0,0,0,0,0,2000,0,0,2000,0,1000,0,10000,0,11000,200,0,1,1,NA,2,1,0,0,0,0,2017-10-25,2017-09-22,0,61,1,11,0,NA,1,0,0,0,2,14,NA,1,250000,0,750000,0,0.3786773979663849,3
104253,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,4,1,1,1,4,4,4,NA,1,10,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2017-09-14,3,6,3,9,1,NA,NA,NA,2000,NA,NA,NA,NA,2000,NA,0,0,2500,0,2500,40,0,1,4.348214149475098,NA,1,0,0,1,0,0,2017-10-13,2017-09-19,0,35,1,13,0,NA,1,0,0,0,4,14,NA,1,220000,160000,100000,90000,0.42752736806869507,3
101212,0,0,0,0,1,0,0,NA,NA,0,1,0,1,1,0,0,0,0,1,NA,4,NA,4,4,NA,NA,NA,NA,4,2,3,3,2,1,1,3,3,3,NA,4,3,6,6,6,1,NA,NA,1,1,1,1,NA,NA,0,0,0,0,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-04,6,3,3,6,8,NA,2000,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,200,0,2,1,NA,4,0,0,1,0,0,2017-11-01,2017-09-20,1,70,1,14,0,NA,1,0,0,0,2,16,NA,1,550000,0,600000,0,0.5649179220199585,3
104673,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,4,2,4,4,4,4,4,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-09-29,6,3,6,1,NA,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,0,1000,5000,0,6000,150,20,1,4,1,3,0,0,0,1,0,2017-10-31,2017-09-20,0,44,1,15,0,NA,0,1,0,0,2,14,NA,1,220000,100000,60000,15000,0.5638410449028015,3
101382,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,2,3,1,4,4,4,4,3,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-13,3,1,3,3,3,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,500,1469,2000,0,3969,40,40,4,2,2,1,0,0,1,0,0,2017-10-31,2017-09-27,0,51,1,10,0,NA,1,0,0,0,4,15,NA,1,215000,199000,85000,85000,1.063599705696106,3
103558,0,0,0,0,0,1,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,8,1,8,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-01,3,3,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,1,1,0,0,1,0,0,2017-11-03,2017-09-23,1,47,1,10,0,NA,0,1,0,0,1,8,NA,0,NA,NA,12000,7000,0.9941042065620422,3
105036,1,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,3,4,NA,NA,NA,4,NA,NA,NA,NA,2,6,4,1,1,1,4,4,3,NA,1,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-09-01,3,3,3,3,NA,NA,1000,NA,NA,NA,1000,NA,NA,2000,NA,287,1000,0,0,1287,300,200,1,4.348214149475098,1,2,0,1,0,0,0,2017-10-15,2017-09-21,1,67,1,14,0,NA,0,1,0,0,1,17,NA,1,300000,170000,800000,50000,1.2491673231124878,3
104915,1,0,0,0,0,0,0,4,1,0,0,1,1,1,1,0,0,0,1,NA,NA,2,4,8,4,NA,NA,NA,8,2,3,3,2,1,1,1,3,3,NA,1,3,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-02,8,3,3,8,3,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,500,0,0,0,500,50,0,2,0.25,NA,3,0,0,0,0,0,2017-10-15,2017-09-20,1,70,1,15,0,NA,0,0,1,0,2,8,NA,1,60000,0,10000,25000,0.5014943480491638,3
103436,0,0,0,0,1,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,7,4,4,1,1,3,4,3,3,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-17,3,3,3,3,NA,NA,2000,NA,NA,NA,NA,NA,NA,2000,NA,0,22000,3900,500,26400,400,0,2,1,NA,2,0,1,1,1,0,2017-11-15,2017-09-24,1,73,1,10,0,NA,1,0,0,0,2,14,NA,1,85000,0,75000,0,0.6523330807685852,3
100263,0,0,0,0,0,1,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,2,4,1,4,4,4,4,4,NA,1,4,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,1,2017-10-03,3,8,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,4,2,0,1,0,0,1,0,1,2017-11-03,2017-09-25,1,62,1,10,0,NA,1,0,0,0,3,8,NA,0,NA,NA,80000,1000,0.28416401147842407,3
102643,0,0,0,0,0,1,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,4,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-09-24,3,3,3,3,NA,500,0,0,0,0,0,0,0,500,0,90,0,0,0,0,300,0,1,1,NA,1,1,0,0,0,0,2017-11-01,2017-09-20,0,58,6,8,0,NA,0,1,0,0,1,2,NA,0,NA,NA,10000,2,1.7746151685714722,3
101861,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,3,1,1,3,3,3,3,NA,1,3,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2017-10-25,3,3,3,4,3,NA,150,NA,150,NA,NA,NA,NA,300,NA,0,0,0,0,0,40,0,4,4.348214149475098,NA,2,0,0,0,0,0,2017-11-10,2017-09-19,0,57,1,10,0,NA,1,0,0,0,3,12,NA,1,110000,1500,10000,13000,0.5834771990776062,3
100409,0,0,0,0,1,1,1,NA,NA,0,1,0,1,0,0,0,0,0,0,NA,4,NA,4,NA,NA,NA,NA,NA,NA,7,2,2,3,3,3,3,3,3,NA,5,3,3,4,1,2,4,NA,0,0,0,1,0,NA,1,1,1,1,0,NA,1,1,1,1,0,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-03,3,1,3,1,3,0,0,0,0,0,2000,0,0,2000,0,780,520,9000,0,10300,200,0,1,0.3333333432674408,NA,2,0,1,0,1,0,2017-12-01,2017-09-19,0,75,4,11,0,NA,1,0,0,0,NA,7,NA,1,80000,3000,25000,10400,0.864325225353241,3
103356,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,5,1,1,1,5,8,8,NA,1,5,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-09-29,8,2,2,2,3,500,0,0,0,0,300,0,200,1000,0,100,0,0,200,300,100,100,1,4.348214149475098,4.348214149475098,1,1,0,1,0,0,NA,2017-09-21,0,59,1,8,0,NA,1,0,0,0,5,8,NA,0,NA,NA,25000,500,0.779654860496521,3
101138,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,1,4,1,1,1,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-02,1,1,1,1,1,0,0,0,0,0,0,0,0,2000,2000,0,4,0,0,4,200,100,1,4,3,2,0,0,0,0,0,2017-10-17,2017-09-20,1,45,3,12,0,NA,1,0,0,0,2,1,NA,0,NA,NA,600,0,0.28030258417129517,3
102398,0,0,0,0,1,1,0,NA,NA,0,1,0,NA,0,0,1,0,0,0,NA,4,NA,NA,NA,NA,4,NA,NA,NA,6,2,3,1,1,3,3,3,3,NA,2,3,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-03,8,8,1,1,9,0,0,0,2000,0,0,0,0,2000,0,0,0,0,0,0,25,20,2,1,0.1666666716337204,2,0,0,1,1,0,2017-10-30,2017-09-24,0,55,1,13,0,NA,1,0,0,0,2,14,NA,1,135000,92000,82000,17000,0.3872497081756592,3
104040,0,0,0,0,1,1,0,NA,NA,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,4,NA,NA,4,NA,NA,NA,1,3,1,4,1,1,1,1,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-09-01,3,8,3,3,NA,1000,NA,NA,NA,NA,NA,NA,1000,2000,NA,100,0,0,0,100,750,0,1,2,NA,1,0,0,1,0,0,2017-11-01,2017-09-20,0,69,4,8,0,NA,1,0,0,0,5,1,NA,1,85000,85000,50000,300,3.752671957015991,3
101756,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,1,4,4,4,4,NA,1,4,8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-09-21,3,6,3,6,3,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,20,60,4,4.348214149475098,3,2,0,1,1,0,0,2017-10-06,2017-09-26,0,37,1,9,0,NA,1,0,0,0,5,14,NA,1,235000,205000,3000,45000,1.3561657667160034,3
102934,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,NA,NA,NA,NA,4,NA,NA,NA,NA,7,2,3,1,1,1,4,4,4,NA,1,4,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,6,3,3,2,NA,500,NA,NA,NA,1500,NA,NA,2000,NA,0,500,25000,0,25500,60,20,1,4.348214149475098,8.696428298950195,1,0,1,1,0,1,2017-10-06,2017-09-22,1,58,1,13,0,NA,0,0,0,1,2,13,NA,0,NA,NA,100000,45000,0.5689111351966858,3
102677,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,1,4,4,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-09-07,3,3,3,3,3,0,2000,0,0,0,0,0,0,2000,0,0,4480,0,0,4480,20,20,4,0.3333333432674408,0.3333333432674408,2,0,0,0,1,0,NA,2017-10-22,0,30,6,13,1,1,1,0,0,0,2,15,NA,0,NA,NA,20000,85000,1.6380289793014526,3
103544,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,5,3,5,5,5,5,3,3,NA,1,5,4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-04,1,1,1,1,1,NA,500,NA,1500,NA,NA,NA,NA,2000,NA,0,1048,0,40,1088,20,0,6,4.348214149475098,NA,2,0,0,1,0,0,2017-11-03,2017-09-20,0,53,1,9,0,NA,1,0,0,0,3,8,NA,1,80000,50000,0,3000,1.8698220252990723,3
100708,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,4,1,1,1,4,4,4,NA,3,3,6,2,8,NA,NA,NA,1,1,0,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2017-10-16,3,1,3,3,8,0,0,0,0,0,2000,0,0,2000,0,0,0,16000,0,16000,100,20,1,2,0.4166666567325592,2,0,1,1,1,0,2017-11-11,2017-09-20,0,53,1,12,0,NA,1,0,0,0,2,17,NA,1,400000,70000,200000,20000,0.5632684826850891,3
100521,0,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,4,NA,3,NA,1,8,1,13,1,1,1,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-09-10,2,8,2,2,NA,500,0,0,0,0,0,0,0,500,0,0,0,0,0,0,50,0,5,2,NA,2,0,1,1,0,0,2017-11-10,2017-09-19,0,42,4,9,0,NA,1,0,0,0,3,1,NA,0,NA,NA,3000,0,0.6310449838638306,3
103325,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,4,NA,4,NA,NA,NA,NA,NA,NA,7,13,4,1,1,1,4,4,4,NA,2,4,2,6,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2017-10-06,9,3,3,3,9,0,0,0,0,0,2000,0,0,2000,0,0,0,19300,0,19300,100,50,1,4,2,2,1,0,1,1,0,2017-10-18,2017-09-20,1,70,1,14,0,NA,1,0,0,0,2,16,NA,1,220000,170000,75000,15000,0.5649179220199585,3
103138,1,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,NA,NA,9,NA,NA,4,NA,NA,NA,NA,3,1,3,1,3,3,3,3,3,NA,1,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-24,3,3,3,3,3,NA,NA,NA,2000,NA,NA,NA,NA,2000,NA,33,287,0,0,320,40,0,1,0.3333333432674408,NA,3,0,0,1,0,0,2017-11-30,2017-09-19,1,50,1,13,0,NA,1,0,0,0,NA,15,NA,1,180000,120000,50000,20000,0.3435877859592438,3
102621,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,3,NA,NA,NA,NA,NA,4,NA,NA,NA,2,4,1,4,1,1,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-20,6,1,8,3,1,1000,NA,NA,NA,NA,NA,NA,NA,1000,NA,0,0,0,0,0,100,40,1,2,2,3,0,0,1,1,0,2017-11-07,2017-09-20,0,34,1,11,0,NA,1,0,0,0,4,9,NA,1,16000,0,14000,12000,0.4355625808238983,3
100490,0,0,0,0,1,0,0,NA,NA,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,4,NA,NA,NA,NA,NA,4,1,8,1,8,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-11,2,2,2,2,NA,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,NA,NA,5324,NA,5324,500,0,2,3,NA,2,0,1,1,0,0,2017-11-01,2017-09-20,1,65,1,11,0,NA,1,0,0,0,5,8,NA,1,25000,0,30000,400,0.44458597898483276,3
100102,1,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,1,0,2,NA,7,NA,NA,NA,NA,NA,2,NA,3,4,3,4,3,3,3,3,3,NA,2,3,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2017-10-20,3,3,9,9,3,NA,1500,NA,NA,NA,NA,NA,NA,1500,NA,0,1500,0,0,1500,40,20,1,1,0.1666666716337204,2,0,0,0,1,0,2017-11-03,2017-09-19,0,29,1,11,0,NA,1,0,0,0,3,12,NA,0,NA,NA,45000,3000,0.9105182886123657,3
101284,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3,NA,NA,NA,6,NA,NA,NA,NA,NA,6,3,3,4,4,4,3,3,6,NA,2,10,2,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2017-10-13,3,1,1,3,3,NA,2000,NA,NA,NA,NA,NA,NA,2000,NA,0,3000,6000,50,9050,20,60,4,0.4166666567325592,0.0833333358168602,2,0,0,1,1,0,2017-10-31,2017-09-19,1,35,1,14,0,NA,1,0,0,0,5,16,NA,1,320000,160000,10000,50000,0.7855576276779175,3
103226,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,3,NA,4,6,4,2,4,4,4,4,4,NA,1,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2017-10-20,9,3,1,8,3,0,0,0,0,0,2000,0,0,2000,0,0,0,4000,0,4000,20,0,1,1,NA,2,0,0,1,1,0,2017-10-27,2017-09-28,0,39,6,10,1,1,1,0,0,0,1,13,NA,0,NA,NA,5000,50000,0.811443567276001,3
100433,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,2,NA,5,NA,NA,4,NA,NA,NA,NA,3,6,3,1,1,1,4,3,3,NA,3,3,1,2,2,NA,NA,NA,1,1,1,NA,NA,NA,0,0,0,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,1,2017-10-13,10,3,7,1,8,0,2000,0,0,0,0,0,0,2000,0,500,5000,1000,200,6700,300,0,1,2,NA,2,0,0,1,1,0,2017-10-20,2017-09-22,1,56,1,13,0,NA,1,0,0,0,4,17,NA,1,450000,225000,1200000,45000,0.633095920085907,3
